"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL3947744";"";"0";"451.51";"0";"3.39";"BDBM217241";"CC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccc(NC(=O)N3Cc4ccncc4C3)cc2";"IC50";"'='";"46.9";"nM";"7.33";"";"380335";"UO_0000065";"16.23";"0.31";"3.94";"6.08";"False";"CHEMBL3888191";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 2:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1287128.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3941769";"";"0";"374.47";"0";"3.17";"BDBM217244";"CCCCS(=O)(=O)Nc1ccc(NC(=O)N2Cc3ccncc3C2)cc1";"IC50";"'='";"39.8";"nM";"7.4";"";"380338";"UO_0000065";"19.76";"0.39";"4.23";"8.1";"False";"CHEMBL3888191";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 2:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1287128.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3967887";"";"0";"338.41";"0";"3.16";"BDBM216493";"CC[C@H](C)NC(=O)c1ccc(NC(=O)N2Cc3cccnc3C2)cc1";"IC50";"'='";"879";"nM";"6.06";"";"380495";"UO_0000065";"17.9";"0.33";"2.9";"8.15";"False";"CHEMBL3888191";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 2:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1287128.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3968966";"";"0";"347.38";"0";"2.42";"BDBM216494";"O=C(Nc1ccc(cc1)C(=O)NC2(CC2)C#N)N3Cc4cccnc4C3";"IC50";"'='";"144";"nM";"6.84";"";"380496";"UO_0000065";"19.69";"0.36";"4.42";"6.97";"False";"CHEMBL3888191";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 2:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1287128.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3906385";"";"0";"432.52";"0";"3.86";"BDBM216973";"O=C(NC1CCC(=CC1)c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)[C@H]5CCCO5";"IC50";"'='";"11.3";"nM";"7.95";"";"380715";"UO_0000065";"18.37";"0.34";"4.09";"9.51";"False";"CHEMBL3888191";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 2:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1287128.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3953866";"";"0";"450.54";"0";"3.43";"BDBM216880";"O=C(Nc1ccc(OC2CCCN(C2)C(=O)C3CCOCC3)cc1)N4Cc5ccncc5C4";"IC50";"'='";"431";"nM";"6.37";"";"380588";"UO_0000065";"14.13";"0.26";"2.94";"7.58";"False";"CHEMBL3888191";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 2:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1287128.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3899192";"";"0";"436.56";"0";"4.44";"BDBM216908";"CCC(CC)C(=O)N1CCC(CC1)Oc2ccc(NC(=O)N3Cc4ccncc4C3)cc2";"IC50";"'='";"266";"nM";"6.58";"";"380702";"UO_0000065";"15.06";"0.28";"2.14";"8.79";"False";"CHEMBL3888191";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 2:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1287128.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3941682";"";"0";"378.48";"0";"3.05";"BDBM217290";"O=C(NCCCCC1CN(C1)C(=O)c2ccccc2)N3Cc4ccncc4C3";"IC50";"'='";"7.44";"nM";"8.13";"";"380744";"UO_0000065";"21.48";"0.4";"5.08";"12.4";"False";"CHEMBL3888191";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 2:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1287128.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3953865";"";"0";"364.45";"0";"2.24";"BDBM217292";"O=C(NCCc1ccccc1)[C@@H]2C[C@H](C2)NC(=O)N3Cc4ccncc4C3";"IC50";"'='";"45.2";"nM";"7.34";"";"380746";"UO_0000065";"20.15";"0.37";"5.1";"9.88";"False";"CHEMBL3888191";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 2:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1287128.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3945255";"";"0";"444.54";"0";"4.39";"BDBM216304";"O=C(Nc1ccc(cc1)C(=O)NCC(N2CCCC2)c3occc3)N4Cc5ccccc5C4";"IC50";"'='";"13.6";"nM";"7.87";"";"380561";"UO_0000065";"17.7";"0.33";"3.48";"10.11";"False";"CHEMBL3888191";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 2:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1287128.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3918778";"";"0";"448.45";"0";"3.95";"BDBM216872";"FC(F)(F)CC(=O)N1CCCC(C1)Oc2ccc(NC(=O)N3Cc4ccncc4C3)cc2";"IC50";"'='";"23.8";"nM";"7.62";"";"380580";"UO_0000065";"17";"0.33";"3.67";"10.2";"False";"CHEMBL3888191";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 2:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1287128.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3924946";"";"0";"409.49";"0";"2.08";"BDBM216460";"O=C(Nc1ccc(cc1)C(=O)NCCCN2CCOCC2)N3Cc4cccnc4C3";"IC50";"'='";"76.4";"nM";"7.12";"";"380414";"UO_0000065";"17.38";"0.32";"5.04";"8.2";"False";"CHEMBL3888191";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 2:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1287128.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3972460";"";"0";"376.46";"0";"3.88";"BDBM215830";"CC(C)CCNC(=O)c1ccc(NC(=O)N2Cc3ccc(cc3C2)C#N)cc1";"IC50";"'='";"2.99";"nM";"8.52";"";"379764";"UO_0000065";"22.64";"0.42";"4.64";"10";"False";"CHEMBL3888191";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 2:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1287128.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3896775";"";"0";"400.41";"0";"4.28";"BDBM217084";"Fc1ccc2CN(Cc2c1)C(=O)Nc3ccc(cc3)C4=NNC(=O)c5ccccc45";"IC50";"'='";"40.4";"nM";"7.39";"";"379774";"UO_0000065";"18.47";"0.34";"3.11";"9.47";"False";"CHEMBL3888191";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 2:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1287128.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3910687";"";"0";"419.49";"0";"2.68";"BDBM216785";"O=C(Nc1ccc(nc1)C2=CCN(CC2)C(=O)C3CCOC3)N4Cc5ccncc5C4";"IC50";"'='";"14.4";"nM";"7.84";"";"379946";"UO_0000065";"18.69";"0.35";"5.16";"8.95";"False";"CHEMBL3888191";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 2:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1287128.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3943244";"";"0";"416.53";"0";"4.44";"BDBM216701";"O=C(Nc1ccc(cc1)C2=CCN(CC2)C(=O)C3CCCC3)N4Cc5ccncc5C4";"IC50";"'='";"4.15";"nM";"8.38";"";"380766";"UO_0000065";"20.12";"0.37";"3.94";"12.79";"False";"CHEMBL3888191";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 2:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1287128.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3896602";"";"0";"369.42";"0";"2.7";"BDBM216553";"CCOCC(=O)Nc1ccc(NC(=O)N2Cc3ccc(CO)cc3C2)cc1";"IC50";"'='";"66.9";"nM";"7.17";"";"379976";"UO_0000065";"19.42";"0.36";"4.47";"7.89";"False";"CHEMBL3888191";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 2:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1287128.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3910326";"";"0";"428.49";"0";"3.92";"BDBM216843";"O=C(Nc1ccc(OC2CCN(C2)C(=O)c3ccccc3)cc1)N4Cc5ccncc5C4";"IC50";"'='";"1.57";"nM";"8.8";"";"380291";"UO_0000065";"20.55";"0.38";"4.88";"11.77";"False";"CHEMBL3888191";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 2:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1287128.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3906020";"";"0";"450.42";"1";"5.16";"BDBM217093";"FC(F)(F)c1cccc2C(=O)NN=C(c3ccc(NC(=O)N4Cc5ccccc5C4)cc3)c12";"IC50";"'='";"4550";"nM";"5.34";"";"379779";"UO_0000065";"11.86";"0.22";"0.18";"6.84";"False";"CHEMBL3888191";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 2:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1287128.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3943678";"";"0";"466.59";"1";"5.23";"BDBM216598";"CN(C)c1ccc(cc1)C(=O)N2CCC(=CC2)c3ccc(NC(=O)N4Cc5ccccc5C4)cc3";"IC50";"'='";"15";"nM";"7.82";"";"379664";"UO_0000065";"16.77";"0.31";"2.59";"14";"False";"CHEMBL3888190";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 1:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1251667.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3906465";"";"0";"428.5";"0";"2.99";"BDBM216354";"O=C(Nc1ccc(cc1)C(=O)N2CCN(CC2)c3ccccn3)N4Cc5cccnc5C4";"IC50";"'='";"21";"nM";"7.68";"";"379637";"UO_0000065";"17.92";"0.33";"4.69";"9.4";"False";"CHEMBL3888190";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 1:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1251667.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
